lane,initial_word,initial_q,jitter,j,k,north,axis,kinematic,blend_known,dr,dp,alpha,interval,profile,axis_known,frame_known,increment_known
3080,804877000,0,783295974,0,0,0,0,0,1,-0.375,0.75,-1.625,0.125,0,1,1,1
3081,3882163168,0,344478538,1,0,1,0,0,1,-1.5,-2.625,-1.875,0.125,1,1,1,1
3082,224421015,0,1895372943,0,1,0,1,0,1,-2.5,3.75,-1.5,0.125,0,1,1,1
3083,1189469565,0,2932432352,1,1,1,1,0,1,-2.75,1.125,-1.5,0.125,1,1,1,1
3084,2201426715,1,4281922702,0,0,0,0,1,1,-1.125,-1.25,1.125,0.125,0,1,1,1
3085,3781610412,1,2263300468,1,0,1,0,1,1,0.25,-3,-1.75,0.125,1,1,1,1
3086,1959210944,1,2783601986,0,1,0,1,1,1,0.25,1,0.25,0.125,0,1,1,1
3087,3794257497,1,3933128729,1,1,1,1,1,1,1.125,-1.25,-0.5,0.125,1,1,1,1
3088,2422956906,0,3865673245,0,0,0,0,0,1,-0.75,3.5,-0.75,0.125,0,1,1,1
3089,955641009,0,400293805,1,0,1,0,0,1,-2,-3.5,-0.75,0.125,1,1,1,1
3090,2258085389,0,1449913974,0,1,0,1,0,1,-1.75,3.25,0.625,0.125,0,1,1,1
3091,2501292410,0,558590408,1,1,1,1,0,1,-2.625,1.125,1,0.125,1,1,1,1
3092,1463055697,1,2900763990,0,0,0,0,1,1,3.625,-2.5,0.375,0.125,0,1,1,1
3093,775760232,1,2034732351,1,0,1,0,1,1,3.375,0.5,1.25,0.125,1,1,1,1
3094,2446690216,1,1793583348,0,1,0,1,1,1,-1.5,3.375,-0.75,0.125,0,1,1,1
3095,2142853523,1,693035453,1,1,1,1,1,1,2.25,3.625,1.375,0.125,1,1,1,1
3096,2849559958,0,3338100566,0,0,0,0,0,1,1.25,-2.625,1.75,0.125,0,1,1,1
3097,383016317,0,1878989835,1,0,1,0,0,1,-0.5,3,0,0.125,1,1,1,1
3098,957772013,0,788813040,0,1,0,1,0,1,3.375,0.625,1.25,0.125,0,1,1,1
3099,1758684957,0,437823012,1,1,1,1,0,1,-2.125,0.25,-1.875,0.125,1,1,1,1
3100,629681504,1,4004746977,0,0,0,0,1,0,3.375,1.625,-0.125,0.125,0,1,1,1
3101,1738310700,1,1925645608,1,0,1,0,1,1,-1.375,1.125,1.5,0.125,1,1,1,1
3102,1797261096,1,63952293,0,1,0,1,1,1,0.25,3.5,1.875,0.125,0,1,1,1
3103,2000483947,1,48948484,1,1,1,1,1,1,0,0,-0.5,0.125,1,1,1,1
3104,4093051473,0,3654509402,0,0,0,0,0,1,0,1,-1.625,0.125,0,1,1,1
3105,4107790815,0,919227610,1,0,1,0,0,1,-1,0,1.25,0.125,1,1,1,1
3106,1479666400,0,2574914490,0,1,0,1,0,1,-2.625,1.875,-1,0.125,0,1,1,1
3107,2310795664,0,999938759,1,1,1,1,0,1,0.375,-2.625,-1.5,0.125,1,1,1,1
3108,828000654,1,4255752388,0,0,0,0,1,1,2.375,-3.375,-1.25,0.125,0,0,1,1
3109,751144506,1,4130282271,1,0,1,0,1,1,-1.125,1.5,-0.125,0.125,1,1,0,1
3110,1504329484,1,122375454,0,1,0,1,1,1,-1.25,3.25,0,0.125,0,1,1,0
3111,3683288648,1,2097362566,1,1,1,1,1,1,-1.625,0.5,-0.75,0,1,1,1,1
3112,3663726223,0,254972432,0,0,0,0,0,1,0.25,-2.5,-1.375,0.125,0,1,1,1
3113,1100676290,0,1238761567,1,0,1,0,0,1,-1.75,0.125,1,0.125,1,1,1,1
3114,3730882677,0,1827446508,0,1,0,1,0,1,2.375,0.625,0.125,0.125,0,1,1,1
3115,561848163,0,1121810228,1,1,1,1,0,1,-1.125,-0.125,0,0.125,1,1,1,1
3116,3515142348,1,3508372271,0,0,0,0,1,1,-3.125,-3.125,-1.875,0.125,0,1,1,1
3117,990640112,1,1605912693,1,0,1,0,1,1,-3.375,3.625,-1.625,0.125,1,1,1,1
3118,1532989689,1,649737893,0,1,0,1,1,1,-3,-2.875,0.875,0.125,0,1,1,1
3119,371677383,1,2153148697,1,1,1,1,1,1,0,1,0.375,0.125,1,1,1,1
3120,1121987418,0,3625495218,0,0,0,0,0,1,2.875,2.625,-0.375,0.125,0,1,1,1
3121,1822181487,0,1450221156,1,0,1,0,0,1,0.625,3.875,1.75,0.125,1,1,1,1
3122,3061917332,0,2972945858,0,1,0,1,0,1,0.625,-1,-0.75,0.125,0,1,1,1
3123,3913733500,0,511573125,1,1,1,1,0,1,-2.375,1,-1.25,0.125,1,1,1,1
3124,1658770380,1,2956649273,0,0,0,0,1,1,-0.375,3.75,-0.125,0.125,0,1,1,1
3125,1858197830,1,2260269710,1,0,1,0,1,1,2,1.25,0.75,0.125,1,1,1,1
3126,2554023303,1,2973969554,0,1,0,1,1,1,-1.25,-0.125,-1.875,0.125,0,1,1,1
3127,529777567,1,928904121,1,1,1,1,1,1,3.75,3.125,-1.375,0.125,1,1,1,1
3128,3688086454,0,1118149702,0,0,0,0,0,1,0.5,-3.625,1.75,0.125,0,1,1,1
3129,665254374,0,2564006887,1,0,1,0,0,1,-1.5,1.125,-0.625,0.125,1,1,1,1
3130,2051630708,0,4153581490,0,1,0,1,0,1,-3.625,-2.125,1,0.125,0,1,1,1
3131,3537511197,0,331186,1,1,1,1,0,0,3.125,2.75,1.5,0.125,1,1,1,1
3132,3646714586,1,3646135866,0,0,0,0,1,1,0,0,-0.375,0.125,0,1,1,1
3133,4028756164,1,1447721643,1,0,1,0,1,1,0,1,-1.5,0.125,1,1,1,1
3134,2231402148,1,2367067800,0,1,0,1,1,1,-1,0,1.625,0.125,0,1,1,1
3135,2087948949,1,2490926503,1,1,1,1,1,1,-1.375,-2.375,0.5,0.125,1,1,1,1
3136,4122638648,0,2869986698,0,0,0,0,0,1,1.375,3.5,-1.125,0.125,0,1,1,1
3137,1664171245,0,4186225837,1,0,1,0,0,1,-0.375,0.875,-0.25,0.125,1,1,1,1
3138,1543296431,0,1355930981,0,1,0,1,0,1,0,-1.5,-1.125,0.125,0,1,1,1
3139,690355219,0,1852475917,1,1,1,1,0,1,-2.875,3.875,1.75,0.125,1,1,1,1
3140,2820227599,1,2957813725,0,0,0,0,1,1,-3.25,-2.375,0.75,0.125,0,1,1,1
3141,1608706397,1,1932992280,1,0,1,0,1,1,-2.375,-3.625,1.375,0.125,1,1,1,1
3142,729056894,1,3473344682,0,1,0,1,1,1,1.875,0.625,-1.625,0.125,0,1,1,1
3143,536903455,1,383945323,1,1,1,1,1,1,-1,-3.375,-0.375,0.125,1,1,1,1
3144,3787872719,0,1685033282,0,0,0,0,0,1,-1.625,0.625,0.875,0.125,0,1,1,1
3145,2920382259,0,146824949,1,0,1,0,0,1,-0.875,-3.125,-0.75,0.125,1,1,1,1
3146,114693126,0,1641115406,0,1,0,1,0,1,-3.25,-1.375,1.125,0.125,0,1,1,1
3147,2006323287,0,2690674650,1,1,1,1,0,1,-2.625,-2.25,0.125,0.125,1,1,1,1
3148,2847382817,1,3772424579,0,0,0,0,1,1,-3.375,-2,-0.375,0.125,0,1,1,1
3149,3341549702,1,3629689813,1,0,1,0,1,1,2.375,-1,-0.25,0.125,1,1,1,1
3150,886540874,1,1838738341,0,1,0,1,1,1,-3,-3,1.875,0.125,0,1,1,1
3151,363507064,1,4020962446,1,1,1,1,1,1,2.5,3.75,0.875,0.125,1,1,1,1
3152,790928770,0,839548118,0,0,0,0,0,1,-0.375,-0.625,-0.5,0.125,0,1,1,1
3153,823189311,0,2701618599,1,0,1,0,0,1,1.125,0.5,-1.875,0.125,1,1,1,1
3154,3323476534,0,1182314688,0,1,0,1,0,1,0,0.625,0,0.125,0,1,1,1
3155,2474121686,0,4183527668,1,1,1,1,0,1,-2.125,0,1.375,0.125,1,1,1,1
3156,743436988,1,3818992413,0,0,0,0,1,1,1.5,0.5,1.75,0.125,0,1,1,1
3157,3819336373,1,630836098,1,0,1,0,1,1,1.375,-3.625,1.75,0.125,1,1,1,1
3158,3075936538,1,3413634227,0,1,0,1,1,1,0.375,2.25,-1,0.125,0,1,1,1
3159,1183730252,1,899998513,1,1,1,1,1,1,3.625,-0.125,-1.5,0.125,1,1,1,1
3160,2823723735,0,443676695,0,0,0,0,0,1,3.625,0.875,-0.75,0.125,0,1,1,1
3161,597119708,0,1379887186,1,0,1,0,0,1,0,0,0.625,0.125,1,1,1,1
3162,326720014,0,2084603216,0,1,0,1,0,0,0,1,0.875,0.125,0,1,1,1
3163,3564483626,0,2077818513,1,1,1,1,0,1,-1,0,1.125,0.125,1,1,1,1
3164,2477223218,1,4234407787,0,0,0,0,1,1,2.625,-3.5,0.25,0.125,0,1,1,1
3165,1164419226,1,2743160283,1,0,1,0,1,1,-3.5,3.5,1.375,0.125,1,1,1,1
3166,18156469,1,480595213,0,1,0,1,1,1,1.25,-0.125,1.25,0.125,0,1,1,1
3167,3515394260,1,879382313,1,1,1,1,1,1,-3.625,-0.625,0.375,0.125,1,1,1,1
3168,1043369986,0,1361894983,0,0,0,0,0,1,-1.875,1.625,-1.625,0.125,0,1,1,1
3169,3724208495,0,2342260271,1,0,1,0,0,1,-1.625,-1.625,-1.375,0.125,1,1,1,1
3170,1881967679,0,2958048578,0,1,0,1,0,1,0.375,1.375,0.5,0.125,0,1,1,1
3171,2453847356,0,4279437708,1,1,1,1,0,1,2.375,-0.75,-1.5,0.125,1,1,1,1
3172,3490331353,1,4232836658,0,0,0,0,1,1,-3.625,3.125,1.375,0.125,0,1,1,1
3173,1897119138,1,2221347529,1,0,1,0,1,1,-2.375,1.125,0.25,0.125,1,1,1,1
3174,390335744,1,2876511897,0,1,0,1,1,1,-3.375,-0.75,0.875,0.125,0,1,1,1
3175,4171915375,1,2970202213,1,1,1,1,1,1,0,-0.375,1.625,0.125,1,1,1,1
3176,3937352957,0,3991668010,0,0,0,0,0,1,0.375,2.25,-0.75,0.125,0,1,1,1
3177,1101617312,0,3855749861,1,0,1,0,0,1,-3.5,3.875,1.375,0.125,1,1,1,1
3178,1665164815,0,4167179530,0,1,0,1,0,1,2.25,-0.875,0.875,0.125,0,1,1,1
3179,968350096,0,3110335988,1,1,1,1,0,1,2.5,-1.75,-1.375,0.125,1,1,1,1
3180,276374995,1,1121155872,0,0,0,0,1,1,-0.5,2.5,0.25,0.125,0,1,1,1
3181,2574843803,1,2960364671,1,0,1,0,1,1,-2.25,-1.375,0,0.125,1,1,1,1
3182,2507117072,1,3651889220,0,1,0,1,1,1,0.375,-2,0.25,0.125,0,1,1,1
3183,1384785043,1,3343656330,1,1,1,1,1,1,0,1.375,-1.25,0.125,1,1,1,1
3184,2596959672,0,1603626486,0,0,0,0,0,1,-3.625,-3,1.625,0.125,0,1,1,1
3185,3327897598,0,3407662943,1,0,1,0,0,1,-0.25,-2.375,-0.375,0.125,1,1,1,1
3186,3836516497,0,473771616,0,1,0,1,0,1,-0.75,2.5,-1.625,0.125,0,1,1,1
3187,31984900,0,2929521901,1,1,1,1,0,1,2.375,-3.375,1.625,0.125,1,1,1,1
3188,3087330992,1,1428769930,0,0,0,0,1,1,-2.625,2.625,0.125,0.125,0,1,1,1
3189,4017488734,1,1379140349,1,0,1,0,1,1,1.25,-2.75,-1.75,0.125,1,1,1,1
3190,190679517,1,1129171088,0,1,0,1,1,1,0,0,-1.125,0.125,0,1,1,1
3191,3239016361,1,4133608723,1,1,1,1,1,1,0,1,-0.875,0.125,1,1,1,1
3192,3991522772,0,979732238,0,0,0,0,0,1,-1,0,-1,0.125,0,1,1,1
3193,1593719033,0,2912752026,1,0,1,0,0,0,1.875,3.375,-1,0.125,1,1,1,1
3194,2464712385,0,4248301196,0,1,0,1,0,1,3.625,-0.75,0.375,0.125,0,1,1,1
3195,3156880355,0,628970923,1,1,1,1,0,1,1.75,-3.875,-0.5,0.125,1,1,1,1
3196,2247165195,1,2921059540,0,0,0,0,1,1,-2.125,2.625,-0.875,0.125,0,1,1,1
3197,393202842,1,1874442524,1,0,1,0,1,1,-3.625,3.75,-0.5,0.125,1,1,1,1
3198,2030512989,1,2809679826,0,1,0,1,1,1,-3.125,3.625,0.125,0.125,0,1,1,1
3199,3931601044,1,878998441,1,1,1,1,1,1,3.5,-0.5,1.25,0.125,1,1,1,1
3200,479320709,0,1306965509,0,0,0,0,0,1,1.5,-3,1.5,0.125,0,1,1,1
3201,4291138834,0,4172302390,1,0,1,0,0,1,0.25,0,1.625,0.125,1,1,1,1
3202,2119411894,0,957488554,0,1,0,1,0,1,1.25,-2.125,1.375,0.125,0,1,1,1
3203,1633610449,0,541844523,1,1,1,1,0,1,-2.375,-0.75,-1.875,0.125,1,1,1,1
3204,3755701258,1,142805495,0,0,0,0,1,1,-1.375,-0.375,-0.125,0.125,0,1,1,1
3205,2459667871,1,2245307629,1,0,1,0,1,1,-1.75,-0.125,-0.875,0.125,1,0,1,1
3206,40123116,1,3683438485,0,1,0,1,1,1,1.375,-2,0.125,0.125,0,1,0,1
3207,3235867148,1,1318227397,1,1,1,1,1,1,1.375,3,-0.375,0.125,1,1,1,0
3208,2919304480,0,3305221071,0,0,0,0,0,1,-0.25,2.125,-1.25,0,0,1,1,1
3209,4058976886,0,3473466179,1,0,1,0,0,1,-3,1.5,-0.5,0.125,1,1,1,1
3210,1728264709,0,40389953,0,1,0,1,0,1,-2,2.25,-0.875,0.125,0,1,1,1
3211,3855863420,0,3891910313,1,1,1,1,0,1,2,3.75,-1.75,0.125,1,1,1,1
3212,610197498,1,2690829777,0,0,0,0,1,1,-0.625,-0.625,0.75,0.125,0,1,1,1
3213,246662485,1,1597447726,1,0,1,0,1,1,3.375,-1.125,-0.75,0.125,1,1,1,1
3214,1111098735,1,1585092424,0,1,0,1,1,1,1.875,-1.625,-1.5,0.125,0,1,1,1
3215,3107859213,1,3740445990,1,1,1,1,1,1,-1.5,-1.875,0.875,0.125,1,1,1,1
3216,1145250786,0,3081784340,0,0,0,0,0,1,-3.75,3.5,1.5,0.125,0,1,1,1
3217,1340145519,0,3475286852,1,0,1,0,0,1,3.375,3.625,1.125,0.125,1,1,1,1
3218,2561598011,0,801888882,0,1,0,1,0,1,1.5,2.375,1.5,0.125,0,1,1,1
3219,541249041,0,2485430909,1,1,1,1,0,1,0,0,1.25,0.125,1,1,1,1
3220,1640947699,1,1220971469,0,0,0,0,1,1,0,1,-1.875,0.125,0,1,1,1
3221,2625251347,1,120065659,1,0,1,0,1,1,-1,0,-0.75,0.125,1,1,1,1
3222,1215692298,1,3845666138,0,1,0,1,1,1,3.875,-1.375,1.5,0.125,0,1,1,1
3223,3357865533,1,27946450,1,1,1,1,1,1,-1,-0.625,0.25,0.125,1,1,1,1
3224,230075329,0,3766029029,0,0,0,0,0,0,-1.375,-3.875,-0.75,0.125,0,1,1,1
3225,182201270,0,2243586723,1,0,1,0,0,1,2.875,2.5,1,0.125,1,1,1,1
3226,1234330665,0,1028437838,0,1,0,1,0,1,0.625,3.5,1.75,0.125,0,1,1,1
3227,3209478031,0,1170383292,1,1,1,1,0,1,2.375,-2.5,0,0.125,1,1,1,1
3228,2991500427,1,3016607071,0,0,0,0,1,1,-2.625,3.625,1.875,0.125,0,1,1,1
3229,1632379800,1,4162314365,1,0,1,0,1,1,1.125,-1.5,1.875,0.125,1,1,1,1
3230,1881284745,1,3517875121,0,1,0,1,1,1,0.5,0.125,0,0.125,0,1,1,1
3231,2579506420,1,3006913808,1,1,1,1,1,1,-3.25,3.125,-0.875,0.125,1,1,1,1
3232,1578371665,0,4147791176,0,0,0,0,0,1,-3.125,1.125,0.875,0.125,0,1,1,1
3233,2967247243,0,2273933205,1,0,1,0,0,1,2,-3.75,0.25,0.125,1,1,1,1
3234,900680089,0,1054886041,0,1,0,1,0,1,3.5,-0.25,-1.625,0.125,0,1,1,1
3235,1277290011,0,594411984,1,1,1,1,0,1,0.25,3.375,1.125,0.125,1,1,1,1
3236,3006835220,1,198836028,0,0,0,0,1,1,1.25,-0.375,1.125,0.125,0,1,1,1
3237,1646673755,1,4194904179,1,0,1,0,1,1,-0.75,-3.5,-0.375,0.125,1,1,1,1
3238,3680629925,1,239622809,0,1,0,1,1,1,-0.625,0.5,0.5,0.125,0,1,1,1
3239,2397207906,1,577316924,1,1,1,1,1,1,-0.625,-3.25,-0.75,0.125,1,1,1,1
3240,3109859801,0,52393533,0,0,0,0,0,1,-1.5,-2,1.75,0.125,0,1,1,1
3241,3327082377,0,3699270153,1,0,1,0,0,1,3.375,1.75,-1.75,0.125,1,1,1,1
3242,1073623631,0,2757927630,0,1,0,1,0,1,2.125,-1,1.125,0.125,0,1,1,1
3243,408446945,0,3764429943,1,1,1,1,0,1,-0.125,0.75,0.875,0.125,1,1,1,1
3244,1233235727,1,1518501637,0,0,0,0,1,1,0.125,-3.625,-1.5,0.125,0,1,1,1
3245,2624627951,1,2976012424,1,0,1,0,1,1,-3.625,3.75,-0.5,0.125,1,1,1,1
3246,581463672,1,3177456811,0,1,0,1,1,1,0.625,-2.25,1,0.125,0,1,1,1
3247,3465111219,1,1013581863,1,1,1,1,1,1,3.25,-1.375,1.25,0.125,1,1,1,1
3248,463064539,0,3351251731,0,0,0,0,0,1,0,0,0.5,0.125,0,1,1,1
3249,1273335433,0,407458887,1,0,1,0,0,1,0,1,0.25,0.125,1,1,1,1
3250,999525921,0,2125185150,0,1,0,1,0,1,-1,0,1.5,0.125,0,1,1,1
3251,137910504,0,1455474166,1,1,1,1,0,1,2.625,0.25,1.375,0.125,1,1,1,1
3252,551296552,1,2856906924,0,0,0,0,1,1,-3,-3.125,-1.625,0.125,0,1,1,1
3253,1745321716,1,1199031523,1,0,1,0,1,1,2.75,2.625,-1.875,0.125,1,1,1,1
3254,2651460501,1,3362788158,0,1,0,1,1,1,-2,-0.625,0,0.125,0,1,1,1
3255,4106700325,1,3187167286,1,1,1,1,1,0,-1.25,2,0.625,0.125,1,1,1,1
3256,3777143148,0,3818831617,0,0,0,0,0,1,2.25,-0.5,1.875,0.125,0,1,1,1
3257,1521170627,0,3443717323,1,0,1,0,0,1,-3.5,-3.375,0.125,0.125,1,1,1,1
3258,2291234627,0,1696961354,0,1,0,1,0,1,-2,-2.625,-0.625,0.125,0,1,1,1
3259,4070249621,0,1635285357,1,1,1,1,0,1,-2.875,2.25,1.125,0.125,1,1,1,1
3260,3749656900,1,1438641523,0,0,0,0,1,1,1.75,-2.5,1.375,0.125,0,1,1,1
3261,3691362029,1,331880181,1,0,1,0,1,1,-3.25,2,0.625,0.125,1,1,1,1
3262,2589879478,1,36009004,0,1,0,1,1,1,1.75,2,-0.375,0.125,0,1,1,1
3263,1002830942,1,3183061437,1,1,1,1,1,1,-1.875,3.5,-1.375,0.125,1,1,1,1
3264,2445830343,0,1456854355,0,0,0,0,0,1,3.5,3.75,-1.875,0.125,0,1,1,1
3265,2506881973,0,3751939939,1,0,1,0,0,1,-1.25,1.25,-1.375,0.125,1,1,1,1
3266,955078076,0,3619623927,0,1,0,1,0,1,0.875,1,-1.875,0.125,0,1,1,1
3267,1387976479,0,1397040592,1,1,1,1,0,1,3.125,-3.875,-1.875,0.125,1,1,1,1
3268,1245186388,1,2824062271,0,0,0,0,1,1,-3.125,-2.875,0,0.125,0,1,1,1
3269,2638674401,1,621605254,1,0,1,0,1,1,2.625,-2.125,1.875,0.125,1,1,1,1
3270,533846371,1,4016118563,0,1,0,1,1,1,-0.875,-2.625,0.75,0.125,0,1,1,1
3271,1756384243,1,1121207438,1,1,1,1,1,1,-2,3,-1.75,0.125,1,1,1,1
3272,2164925279,0,4230528824,0,0,0,0,0,1,-3,-2.75,0.5,0.125,0,1,1,1
3273,203618077,0,3579399481,1,0,1,0,0,1,2.75,-0.625,1.875,0.125,1,1,1,1
3274,3258209719,0,3845388790,0,1,0,1,0,1,0.25,-0.75,0.25,0.125,0,1,1,1
3275,2519662418,0,1458666758,1,1,1,1,0,1,0.5,-0.375,-1.125,0.125,1,1,1,1
3276,763153717,1,588651554,0,0,0,0,1,1,1.75,-1.25,-1.375,0.125,0,1,1,1
3277,2437377243,1,4290449293,1,0,1,0,1,1,0,0,-1,0.125,1,1,1,1
3278,1487211360,1,2066727005,0,1,0,1,1,1,0,1,0.625,0.125,0,1,1,1
3279,1688357356,1,3333802332,1,1,1,1,1,1,-1,0,0.625,0.125,1,1,1,1
3280,991289574,0,4265464644,0,0,0,0,0,1,0.25,2.25,0,0.125,0,1,1,1
3281,3600130784,0,4105402806,1,0,1,0,0,1,1.375,-2.875,-0.625,0.125,1,1,1,1
3282,2810764529,0,2940505048,0,1,0,1,0,1,2.25,1.25,-1.125,0.125,0,1,1,1
3283,837527041,0,3398119971,1,1,1,1,0,1,3,1.25,0.5,0.125,1,1,1,1
3284,3541046767,1,3219192424,0,0,0,0,1,1,0.125,1.375,-1.125,0.125,0,1,1,1
3285,1500883803,1,3994290883,1,0,1,0,1,1,-0.75,0.125,-1.75,0.125,1,1,1,1
3286,1281573895,1,2791134422,0,1,0,1,1,0,3.125,-0.625,-0.625,0.125,0,1,1,1
3287,2774511258,1,262990479,1,1,1,1,1,1,2,3,0.375,0.125,1,1,1,1
3288,2583516384,0,1189215153,0,0,0,0,0,1,3.375,-1,1.25,0.125,0,1,1,1
3289,3442161292,0,130613030,1,0,1,0,0,1,-0.125,3.5,1.5,0.125,1,1,1,1
3290,3008696962,0,703905850,0,1,0,1,0,1,3.625,0.25,1.125,0.125,0,1,1,1
3291,3411802933,0,1772549925,1,1,1,1,0,1,3.375,-3.375,-0.25,0.125,1,1,1,1
3292,1832597922,1,4116916085,0,0,0,0,1,1,-1,-3.375,0.75,0.125,0,1,1,1
3293,2823832057,1,2270095546,1,0,1,0,1,1,-1.25,1.125,0.375,0.125,1,1,1,1
3294,3973223880,1,2883471138,0,1,0,1,1,1,0.75,-0.875,-0.75,0.125,0,1,1,1
3295,3472730485,1,3057974353,1,1,1,1,1,1,-2.5,2.875,-1.75,0.125,1,1,1,1
3296,3846891091,0,1667157228,0,0,0,0,0,1,0.75,0.125,-1.875,0.125,0,1,1,1
3297,3065256471,0,3884353252,1,0,1,0,0,1,-0.875,-1.875,1.125,0.125,1,1,1,1
3298,62211330,0,994089864,0,1,0,1,0,1,-1.25,-2.75,1.25,0.125,0,1,1,1
3299,846221401,0,3426765965,1,1,1,1,0,1,3.375,3,1.875,0.125,1,1,1,1
3300,384918000,1,2076546122,0,0,0,0,1,1,-3,-1.375,0.25,0.125,0,1,1,1
3301,4203910399,1,936298895,1,0,1,0,1,1,-0.5,-1.25,-1.5,0.125,1,1,1,1
3302,975757495,1,931773677,0,1,0,1,1,1,-1.125,2.375,-0.625,0.125,0,0,1,1
3303,244110366,1,3607865876,1,1,1,1,1,1,1,-0.5,-1.5,0.125,1,1,0,1
3304,2544815620,0,452411495,0,0,0,0,0,1,3.875,-3,-1.625,0.125,0,1,1,0
3305,1643981865,0,3296072573,1,0,1,0,0,1,-2.25,-2.875,-0.625,0,1,1,1,1
3306,356418358,0,3547502518,0,1,0,1,0,1,0,0,-0.125,0.125,0,1,1,1
3307,2179570972,0,422871823,1,1,1,1,0,1,0,1,-1.875,0.125,1,1,1,1
3308,3578106479,1,176470345,0,0,0,0,1,1,-1,0,-1.125,0.125,0,1,1,1
3309,1052558941,1,2741000820,1,0,1,0,1,1,2.875,-2.875,-1.625,0.125,1,1,1,1
3310,3764231395,1,3264686157,0,1,0,1,1,1,-1.25,0.625,1.125,0.125,0,1,1,1
3311,4110361750,1,2874637190,1,1,1,1,1,1,0,3,0.75,0.125,1,1,1,1
3312,3440610005,0,1489834169,0,0,0,0,0,1,2.625,-1.625,0,0.125,0,1,1,1
3313,3851787165,0,878313512,1,0,1,0,0,1,-1,-2.5,0.5,0.125,1,1,1,1
3314,1380612104,0,3152661713,0,1,0,1,0,1,0.75,-2.75,1.125,0.125,0,1,1,1
3315,400102348,0,3351028815,1,1,1,1,0,1,-2.25,3.375,-0.5,0.125,1,1,1,1
3316,550922604,1,3944285913,0,0,0,0,1,1,-1.875,-1,-0.75,0.125,0,1,1,1
3317,343864771,1,3855266685,1,0,1,0,1,0,-3.875,-1.75,1.625,0.125,1,1,1,1
3318,3931141419,1,1136368247,0,1,0,1,1,1,-1.875,3.125,1.125,0.125,0,1,1,1
3319,599303022,1,4251382636,1,1,1,1,1,1,-2.25,-3.125,1.625,0.125,1,1,1,1
3320,4276355140,0,2917818214,0,0,0,0,0,1,3.5,-2.5,-1,0.125,0,1,1,1
3321,3551550890,0,1367476511,1,0,1,0,0,1,1,-1.375,-0.5,0.125,1,1,1,1
3322,2906798072,0,2473907268,0,1,0,1,0,1,3.375,-2.125,1.375,0.125,0,1,1,1
3323,2733819685,0,1400101789,1,1,1,1,0,1,2.125,0.25,0.75,0.125,1,1,1,1
3324,488203645,1,3484454473,0,0,0,0,1,1,1.25,-2.125,1.375,0.125,0,1,1,1
3325,2379456431,1,3490264640,1,0,1,0,1,1,3.5,2.125,0.375,0.125,1,1,1,1
3326,650903725,1,2533162938,0,1,0,1,1,1,-2.75,-1.25,-0.5,0.125,0,1,1,1
3327,2269492048,1,3511451253,1,1,1,1,1,1,-3.25,0,-0.125,0.125,1,1,1,1
3328,2052797941,0,1728510551,0,0,0,0,0,1,-2.375,3.75,0.5,0.125,0,1,1,1
3329,317871563,0,3480957863,1,0,1,0,0,1,2.75,3.625,-0.75,0.125,1,1,1,1
3330,1099702030,0,2983482705,0,1,0,1,0,1,-0.625,-1.375,-1.5,0.125,0,1,1,1
3331,4280859766,0,118117012,1,1,1,1,0,1,0.25,0.375,-0.625,0.125,1,1,1,1
3332,2634343878,1,2244226356,0,0,0,0,1,1,-1.875,-1.375,0.625,0.125,0,1,1,1
3333,691319559,1,1171382141,1,0,1,0,1,1,-2.125,-2.75,-0.5,0.125,1,1,1,1
3334,2763692492,1,2265077899,0,1,0,1,1,1,2.5,-3.625,-0.25,0.125,0,1,1,1
3335,60606833,1,766906701,1,1,1,1,1,1,0,0,-1.125,0.125,1,1,1,1
3336,3610233932,0,1489636979,0,0,0,0,0,1,0,1,1,0.125,0,1,1,1
3337,1054855139,0,2770145646,1,0,1,0,0,1,-1,0,-0.625,0.125,1,1,1,1
3338,3557042208,0,3735461239,0,1,0,1,0,1,3.125,2,-1.125,0.125,0,1,1,1
3339,3342484943,0,274314551,1,1,1,1,0,1,-2.5,2.25,1,0.125,1,1,1,1
3340,4232140352,1,3730222580,0,0,0,0,1,1,0.625,0.25,0,0.125,0,1,1,1
3341,2468350072,1,1271928991,1,0,1,0,1,1,2,-2.5,1.75,0.125,1,1,1,1
3342,4190330614,1,1213712087,0,1,0,1,1,1,0,3.625,-0.375,0.125,0,1,1,1
3343,2228405358,1,4033350214,1,1,1,1,1,1,2.875,3.375,0.875,0.125,1,1,1,1
3344,632279769,0,618402883,0,0,0,0,0,1,-3.125,1.625,-0.875,0.125,0,1,1,1
3345,1072941390,0,1664630690,1,0,1,0,0,1,-2.625,1,1.125,0.125,1,1,1,1
3346,3706879072,0,1444488994,0,1,0,1,0,1,1.5,3.5,1.375,0.125,0,1,1,1
3347,3241146026,0,3654755590,1,1,1,1,0,1,-3,-2.5,-1.875,0.125,1,1,1,1
3348,2254686227,1,1396311303,0,0,0,0,1,0,-1.5,-0.375,-1.875,0.125,0,1,1,1
3349,2934031556,1,2040367805,1,0,1,0,1,1,0.75,2.375,-1.375,0.125,1,1,1,1
3350,1355602333,1,1702079524,0,1,0,1,1,1,-2.75,1.5,0.625,0.125,0,1,1,1
3351,1280122632,1,2213831123,1,1,1,1,1,1,-3.25,-2.875,0.75,0.125,1,1,1,1
3352,702269616,0,327510705,0,0,0,0,0,1,-3.875,1.625,0.5,0.125,0,1,1,1
